Student_ID,First_Name,Last_Name,Attendance ,Assignments_Avg,Participation_Score
S1591,Liam,Johnson,50.61,,8.66
S1592,Ahmed,Jones,66.6,81.29,9.58
S1593,Maria,Johnson,53.11,98.51,4.77
S1594,Maria,Brown,76.09,76.14,2.21
S1595,Maria,Williams,90.87,59.37,6.65
S1596,Ahmed,Johnson,,66.03,4.52
S1597,Omar,Smith,,91.17,2.52
S1598,Maria,Smith,60.2,67.58,0.38
S1599,Emma,Jones,56.03,86.18,8.9
S1600,Ahmed,Brown,75.55,88.87,7.97
S1601,Liam,Jones,53.96,75.06,8.29
S1602,Maria,Jones,,89.16,4.4
S1603,Emma,Davis,51.57,65.85,7.53
S1604,Omar,Jones,55.34,,5.81
S1605,John,Davis,77.5,84.33,3.75
S1606,Omar,Smith,79.57,58.4,8.43
S1607,Liam,Smith,51.45,63.68,9.99
S1608,Maria,Jones,78.67,,8.99
S1609,Liam,Smith,91.93,,7.76
S1610,Ahmed,Brown,86.12,74.67,7.48
S1611,Sara,Davis,56.56,,6.5
S1612,Maria,Davis,79.62,74.1,8.54
S1613,Sara,Jones,83.61,94.07,4.93
S1614,Emma,Smith,51.86,86.8,1.82
S1615,John,Johnson,92.77,65.73,7.68
S1616,Ali,Davis,95.31,69.76,9.2
S1617,Liam,Jones,92.52,83.38,3.41
S1618,Omar,Jones,91.23,,7.83
S1619,John,Brown,87.25,58.94,2.74
S1620,Maria,Williams,81.67,75.73,9.43
S1621,Sara,Williams,83.93,55.94,6.83
S1622,Omar,Davis,,63.97,5.69
S1623,Sara,Brown,83.12,84.3,7.8
S1624,Ahmed,Brown,66.39,53.89,8.13
S1625,Sara,Brown,68.8,83.12,8.92
S1626,Ahmed,Davis,94.85,95.04,9.01
S1627,Emma,Williams,50.86,98.47,0.53
S1628,Omar,Brown,84.94,60.83,1.23
S1629,Omar,Smith,97.74,87.44,8.26
S1630,Ali,Jones,85.31,96.32,9.46
S1631,Maria,Jones,99.7,54.57,3.08
S1632,Ahmed,Johnson,84.38,70.7,0.09
S1633,Ali,Johnson,51.72,95.97,3.23
S1634,Sara,Davis,91.35,60.14,3.83
S1635,Sara,Davis,64.23,96.69,7.61
S1636,Ali,Jones,72.3,76.36,0.48
S1637,Omar,Smith,65.6,54.99,2.13
S1638,Sara,Williams,63.43,72.49,8.94
S1639,Liam,Williams,71.57,66.31,1.55
S1640,Emma,Davis,68.94,64.11,7.59
S1641,Emma,Smith,81.67,77.07,3.61
S1642,Liam,Davis,,74.18,6.63
S1643,Ali,Williams,64.85,74.1,0.74
S1644,Liam,Davis,60.69,54.41,2.87
S1645,Ahmed,Brown,83.34,90.12,4.25
S1646,Ahmed,Davis,83.52,74.07,8.57
S1647,Ali,Jones,95.06,91.05,5.63
S1648,Liam,Davis,50.8,91.23,0.45
S1649,Ahmed,Jones,,65.86,8.02
S1650,Omar,Smith,76.05,50.22,0.55
S1651,Liam,Williams,81.07,95.56,9.34
S1652,Omar,Johnson,54.57,,2.12
S1653,Ahmed,Johnson,71.63,55.36,4.88
S1654,Emma,Williams,61.37,85.09,0.72
S1655,Ahmed,Johnson,62.71,51,5.62
S1656,Omar,Davis,75.2,51.39,4.97
S1657,John,Smith,90.62,,4.1
S1658,Maria,Smith,87.19,54.8,0.36
S1659,Sara,Williams,,98.22,8.79
S1660,Liam,Johnson,76.97,94.69,8.03
S1661,John,Davis,71.37,82.49,6.33
S1662,Ahmed,Smith,98.64,53.19,5.72
S1663,Emma,Smith,78.01,66.24,6.95
S1664,Ali,Brown,62.7,68.59,1.44
S1665,Ahmed,Brown,61.5,74.04,9.33
S1666,Emma,Smith,80.57,58.45,2.85
S1667,Maria,Williams,76.14,78.88,6.56
S1668,Ahmed,Jones,50.38,71.79,6.07
S1669,Omar,Jones,91.5,,6.37
S1670,Ali,Davis,85.21,96.81,8.79
S1671,Emma,Smith,83.09,78.27,2.96
S1672,Emma,Smith,53.44,82.22,7.49
S1673,Emma,Smith,,56.89,5.98
S1674,Maria,Williams,96.77,61.17,0.76
S1675,Ahmed,Brown,93.13,95.04,4.14
S1676,Maria,Smith,64.28,84.96,8.38
S1677,Liam,Smith,57.85,59.47,3.15
S1678,Sara,Johnson,72.45,78.51,4.82
S1679,Sara,Williams,67.79,96.74,4.89
S1680,Liam,Davis,84.11,67.26,6.18
S1681,Ahmed,Smith,98.32,59.29,8.84
S1682,Omar,Johnson,68.15,97.1,1.74
S1683,Maria,Jones,53.11,73.06,5.05
S1684,Ali,Davis,94.88,70.86,4.24
S1685,Emma,Smith,51.9,63.38,2.96
S1686,Emma,Smith,97.64,94.58,9.2
S1687,Ahmed,Johnson,83.23,92.28,0.08
S1688,Omar,Williams,97.08,70.15,1.22
S1689,Sara,Smith,59.98,51.53,7.33
S1690,Sara,Jones,52.03,72.33,2.63
S1691,Emma,Smith,74.41,59.04,7.23
S1692,Ahmed,Jones,72.53,57.14,8.32
S1693,Maria,Davis,,69.65,2.55
S1694,Sara,Davis,97.88,54.95,1.92
S1695,Maria,Brown,91.13,97.87,1.45
S1696,Omar,Brown,83.08,,2
S1697,Sara,Jones,58.14,,2.67
S1698,Sara,Williams,86.72,58.14,8.69
S1699,John,Smith,86.35,,7.7
S1700,Sara,Smith,71.25,53.94,0.02
S1701,Liam,Brown,96.24,77.34,8.74
S1702,Ali,Jones,,88.66,0.79
S1703,Liam,Smith,63.37,97.5,6.55
S1704,Ahmed,Smith,53.16,84.93,1.51
S1705,Ahmed,Williams,89.77,,0.62
S1706,Maria,Johnson,81.09,54.43,7.6
S1707,Liam,Brown,65.75,86.58,4.67
S1708,Liam,Brown,58.19,60.77,5.99
S1709,Liam,Johnson,52.01,72.36,4.25
S1710,Omar,Smith,58.34,98.83,0.67
S1711,Sara,Williams,72.66,91,7.4
S1712,Ali,Williams,62.36,92.33,8.2
S1713,Maria,Brown,62.95,93.04,0.41
S1714,Liam,Williams,93.78,80.98,3.76
S1715,Liam,Davis,75.76,,5.57
S1716,John,Johnson,86.46,67.95,6.05
S1717,Maria,Smith,51.79,,5.78
S1718,Liam,Davis,68.26,63.98,6.93
S1719,Maria,Johnson,73.96,79.5,9.67
S1720,Sara,Jones,59.32,64.1,3.91
S1721,John,Brown,56.01,55.6,5.57
S1722,Maria,Williams,93.52,78.38,6.99
S1723,Ali,Jones,96.97,67.67,5.92
S1724,Ali,Williams,,79.16,3.87
S1725,Ahmed,Davis,67.45,77.93,6.24
S1726,John,Smith,97.91,77.11,6.5
S1727,John,Smith,54.16,56.17,5.85
S1728,Ahmed,Smith,82.18,72.01,2.05
S1729,Maria,Williams,98.61,90.6,5.06
S1730,John,Jones,98.91,65.76,8.84
S1731,Ali,Smith,73.56,72.19,8.69
S1732,Ali,Jones,58.14,74.69,7.51
S1733,Liam,Williams,60.1,93.14,6.97
S1734,Sara,Davis,94.48,82.78,1.53
S1735,John,Jones,95.58,55.01,4.59
S1736,Maria,Davis,80.39,93.26,1.11
S1737,Ahmed,Williams,,91.6,8.17
S1738,Ahmed,Williams,87,87.68,2.91
S1739,Maria,Brown,83.09,73.3,7.67
S1740,Omar,Williams,91.36,87.88,8.15
S1741,Emma,Williams,84.27,73.94,8.92
S1742,Sara,Johnson,76.7,86.83,7.54
S1743,Ahmed,Smith,61.85,94.01,5.65
S1744,John,Brown,87.19,94.53,5.98
S1745,Sara,Brown,73.67,72.73,3.21
S1746,John,Brown,64.74,92.97,1.77
S1747,Omar,Johnson,90.1,,1.31
S1748,Ali,Davis,84.84,55.09,1.82
S1749,Sara,Williams,96.87,77.41,9.34
S1750,Liam,Smith,58.27,82.59,1.64
S1751,Ahmed,Jones,,57.65,7.24
S1752,Sara,Davis,62.21,73.61,1.85
S1753,Sara,Williams,95.18,54.72,9.75
S1754,Sara,Johnson,54.97,80.1,3.67
S1755,Emma,Williams,82.81,92.75,4.12
S1756,Sara,Williams,89.55,86.88,4.05
S1757,John,Johnson,67.75,68.91,8.16
S1758,Ali,Brown,97.71,99.69,2.18
S1759,Omar,Brown,92.54,83.15,8.31
S1760,Maria,Smith,64.73,90.76,6.57
S1761,Sara,Smith,50.38,83.48,2.2
S1762,Ahmed,Brown,64.83,99.47,0.65
S1763,Sara,Davis,64.07,91.07,7.75
S1764,Ahmed,Jones,94.5,75.97,2.19
S1765,John,Williams,98.36,68.34,8.89
S1766,Ahmed,Jones,53.52,84.11,1.3
S1767,Liam,Williams,73.56,79.51,6.16
S1768,Maria,Brown,77.42,81.47,6.92
S1769,Ali,Smith,54.65,67.15,6.58
S1770,Ahmed,Davis,68.87,71.44,3.16
S1771,Ahmed,Smith,65.85,77.9,8.76
S1772,Ali,Jones,76.8,91.96,7.7
S1773,Maria,Smith,83.06,88.15,5.1
S1774,Sara,Brown,85.17,,6.03
S1775,Ahmed,Davis,56.84,62.28,5.66
S1776,Ali,Jones,90.65,51.33,9.47
S1777,Liam,Davis,83.93,,8.96
S1778,Liam,Williams,94.45,61.22,2.35
S1779,John,Smith,72.47,89.97,2.63
S1780,Ali,Davis,,95.24,9.81
S1781,John,Johnson,,69.59,2.37
S1782,Liam,Smith,71.92,78.16,9.53
S1783,Maria,Williams,69.06,85.3,6.5
S1784,Sara,Davis,96.64,97.65,0.5
S1785,Ali,Jones,,95.65,3.36
S1786,Omar,Williams,96.41,52.86,4.76
S1787,Liam,Johnson,89.85,62.41,8.33
S1788,Liam,Davis,80.46,52.46,3.29
S1789,Omar,Brown,55.79,80.83,3.11
S1790,Emma,Smith,64.57,85.52,9.2
S1791,Liam,Jones,98.44,,0.79
S1792,Ahmed,Brown,65.97,92.69,5.52
S1793,Maria,Davis,54.66,72.64,5.04
S1794,Ali,Davis,85.38,99.92,0.57
S1795,Omar,Williams,86.7,50.02,0.88
S1796,Ahmed,Davis,,55.47,3.82
S1797,Omar,Jones,64.88,65.09,1.34
S1798,Ali,Brown,73.44,51.28,4.78
S1799,John,Jones,51.09,89.12,6.09
S1800,Ali,Johnson,89.47,52.64,6.91
S1801,Emma,Johnson,65.85,87.45,5.46
S1802,Ali,Smith,92.69,52.63,3.8
S1803,Ali,Smith,90.13,62.64,1.3
S1804,Emma,Johnson,83.07,,2.47
S1805,Maria,Davis,66.24,,4.19
S1806,Liam,Jones,75.82,70.73,9.24
S1807,Ali,Johnson,72.24,98.5,2.03
S1808,Emma,Smith,66.94,81.34,4.13
S1809,Ahmed,Johnson,92.41,70.79,7.32
S1810,John,Davis,74.18,90.14,7.05
S1811,John,Johnson,,64.77,9.66
S1812,Ali,Jones,55.26,,1.91
S1813,Maria,Brown,57.05,82.83,0.17
S1814,Maria,Davis,,69.52,3.22
S1815,Ahmed,Smith,,56.8,1.5
S1816,Ali,Jones,75.49,,5.48
S1817,John,Johnson,76.16,89.39,8.99
S1818,Maria,Johnson,60.76,83.8,6.88
S1819,Ali,Brown,85.94,70.59,1.36
S1820,Omar,Smith,54.24,94.81,1.16
S1821,Maria,Smith,78.67,70.54,9.11
S1822,Emma,Williams,78.54,,4.88
S1823,Omar,Smith,95.71,,9.24
S1824,Liam,Brown,76.31,92.04,7.36
S1825,Maria,Williams,,75.56,9.93
S1826,John,Williams,78.64,84.03,8.71
S1827,Sara,Johnson,54.57,70.68,4.14
S1828,Omar,Johnson,60.19,82.36,7.58
S1829,Liam,Smith,51.56,62.88,4.71
S1830,Ahmed,Williams,,71.74,2.33
S1831,Ahmed,Johnson,54.23,60.48,2.41
S1832,John,Brown,73.47,51.91,3.97
S1833,Maria,Johnson,96.65,79.43,1.11
S1834,Ali,Davis,85.99,93.22,1.78
S1835,Maria,Davis,,51.28,5.01
S1836,John,Johnson,61.21,59.8,9.54
S1837,Ahmed,Williams,83.68,73.01,5.78
S1838,Maria,Williams,94.74,83.29,4.08
S1839,Ahmed,Jones,51.65,58.56,2.43
S1840,Omar,Davis,90.62,52.83,1.96
S1841,Liam,Brown,,75.95,6.58
S1842,Ali,Williams,77.3,90.94,8.48
S1843,Omar,Smith,97.89,51.76,3.99
S1844,Ahmed,Davis,87.38,67.47,5.51
S1845,Ahmed,Brown,92.51,83.18,7.07
S1846,Sara,Brown,67.7,56.54,0.58
S1847,Sara,Williams,77.72,61.8,3.51
S1848,Omar,Brown,80.77,76.77,7.3
S1849,Emma,Williams,66.08,97.66,6.85
S1850,Omar,Johnson,78.51,64.37,0.53
S1851,Sara,Davis,61.83,74.38,2.38
S1852,Ahmed,Jones,57.17,70,6.8
S1853,John,Johnson,68.7,94.87,2.71
S1854,Omar,Davis,86.96,53.59,8.14
S1855,Ahmed,Williams,95.81,78.31,0.3
S1856,John,Davis,,92.31,1.9
S1857,John,Williams,82.14,,2.81
S1858,Sara,Johnson,55.15,84.94,9.25
S1859,Omar,Smith,95.22,69,7.96
S1860,Maria,Smith,78.43,70.59,8.84
S1861,Ali,Davis,89.02,67.58,4.4
S1862,Sara,Smith,89.72,,8.23
S1863,Sara,Williams,62.82,86.97,8.53
S1864,Maria,Brown,76.46,90.97,4
S1865,Ali,Williams,98.02,,9.94
S1866,Ahmed,Brown,54.48,85.84,8.51
S1867,Emma,Johnson,84.15,95.81,9.74
S1868,Omar,Jones,98.11,96.04,8.66
S1869,Emma,Brown,65.03,85.2,7.76
S1870,Ahmed,Smith,93.07,81.85,9.44
S1871,Liam,Williams,96.68,76.58,4.2
S1872,Sara,Johnson,87.35,59.16,7.83
S1873,Ali,Smith,61.57,,2.13
S1874,Sara,Johnson,66.7,74.29,7.33
S1875,John,Jones,51.79,57.97,7.85
S1876,Sara,Williams,91.57,78.85,7.17
S1877,Sara,Davis,92.48,82.29,8.5
S1878,Ahmed,Williams,81.64,76.28,4.13
S1879,Ahmed,Jones,67.63,51.82,5.45
S1880,Ahmed,Williams,53.84,52.89,0.11
S1881,Emma,Davis,87.65,,1.46
S1882,John,Brown,86.33,57.68,6.44
S1883,Liam,Johnson,95.63,99.49,5.62
S1884,Liam,Davis,86.53,67.22,1.97
S1885,Ahmed,Smith,91.43,64.6,2.43
S1886,Ali,Jones,87.3,52.61,3.44
S1887,Emma,Brown,81.53,81.77,7.16
S1888,Maria,Smith,71.35,82.61,6.1
S1889,Ali,Smith,95.11,58.77,0.7
S1890,Omar,Jones,,95.96,7.6
S1891,Omar,Brown,69.92,90.02,2.63
S1892,Ali,Smith,54.17,61.52,6.72
S1893,Ahmed,Smith,,74.29,1.23
S1894,Maria,Brown,77.19,72.92,9.98
S1895,Maria,Williams,63.78,67.43,0.8
S1896,Emma,Smith,61.06,90.88,7.42
S1897,Maria,Johnson,76.37,55.46,5.41
S1898,Omar,Brown,58.49,70.77,0.86
S1899,John,Smith,90.02,71.4,0.27
S1900,Ahmed,Jones,74.22,73.44,3.63
S1901,Maria,Davis,78.69,,8.02
S1902,Emma,Johnson,57.37,60.91,0.41
S1903,Omar,Davis,66.23,55.15,7.04
S1904,John,Davis,70.5,80.89,6.55
S1905,Sara,Smith,,58.69,2.66
S1906,Sara,Johnson,88.51,53.75,0.77
S1907,John,Johnson,61.15,71.33,9.15
S1908,Omar,Williams,80.81,60.98,3
S1909,Emma,Davis,62.17,68.06,1.11
S1910,John,Johnson,99.41,62.99,6.82
S1911,Ahmed,Williams,97.61,54.63,2.17
S1912,Ahmed,Brown,78.16,78.02,4.76
S1913,Sara,Williams,84.95,51.35,0.5
S1914,Maria,Jones,90.07,98.32,9.93
S1915,Emma,Smith,86.05,,4.48
S1916,Sara,Brown,84.99,84.76,9.99
S1917,Maria,Brown,,90.52,3.86
S1918,Maria,Jones,79.82,63.96,3.48
S1919,Liam,Williams,81.82,87.44,9.15
S1920,Ahmed,Smith,92.46,91.62,3.29
S1921,Omar,Williams,83.49,62.07,4.32
S1922,Ali,Johnson,86.65,99.62,0.78
S1923,Omar,Williams,61.71,51.03,9.55
S1924,Ali,Brown,68.56,60.85,0.85
S1925,John,Smith,57.37,89,7.71
S1926,Ahmed,Williams,75.29,59.71,5.39
S1927,Maria,Smith,72.79,84.91,0.61
S1928,Emma,Smith,99.86,92.78,0.02
S1929,Ali,Johnson,80.56,97.96,9.36
S1930,Omar,Johnson,89.32,73.71,7.42
S1931,Maria,Brown,66.7,,6.86
S1932,Ali,Jones,91.58,70.58,4.39
S1933,Ali,Smith,80.75,60.91,2.39
S1934,Liam,Jones,84.85,75.7,6.8
S1935,Ali,Brown,64.72,82.49,6.08
S1936,Emma,Smith,77.43,72.9,7.26
S1937,Ahmed,Smith,81.7,78.35,3.66
S1938,Emma,Davis,79.45,70.82,9.87
S1939,Sara,Jones,,76.24,0.67
S1940,Maria,Williams,94.91,97.63,0.8
S1941,Ahmed,Johnson,98.55,74.99,9.17
S1942,Liam,Williams,83.37,62.66,6.48
S1943,Ahmed,Jones,98.6,87.94,3.26
S1944,Ahmed,Johnson,91.62,,7.62
S1945,Omar,Williams,63.54,90.81,4.53
S1946,Ahmed,Davis,,52.84,0.21
S1947,Liam,Johnson,61.92,66.61,6.51
S1948,Emma,Smith,50.21,54.72,2.43
S1949,Ahmed,Williams,59.4,54.27,1.15
S1950,John,Johnson,50.2,82.92,2.25
S1951,Maria,Davis,85.99,69.27,4.76
S1952,Ahmed,Johnson,71.28,93.57,0.5
S1953,Maria,Johnson,65.63,75.82,8.83
S1954,John,Davis,88.09,64.77,5.6
S1955,John,Williams,,86.04,2.93
S1956,Maria,Brown,98.76,,6.87
S1957,Ali,Williams,82.1,89.98,8.04
S1958,Sara,Jones,73.08,,6.14
S1959,Omar,Davis,65.26,58.35,2.02
S1960,Ali,Williams,61.12,83.52,1.1
S1961,Ali,Johnson,60.65,69.58,8.6
S1962,Emma,Davis,70.46,73.16,2.35
S1963,Omar,Smith,99.59,96.08,0.2
S1964,Omar,Williams,50.04,68,6.43
S1965,Ali,Davis,59.86,80.6,1.53
S1966,Ahmed,Williams,59.42,68.17,9.91
S1967,Emma,Davis,85.86,54.74,8.7
S1968,Emma,Johnson,,72.68,6.08
S1969,John,Smith,72.86,79.85,8.34
S1970,Liam,Smith,57.43,70.38,4.71
S1971,Omar,Jones,70.25,69.53,7.88
S1972,Ali,Davis,55.16,91.02,6.47
S1973,John,Williams,76.65,51.48,0.29
S1974,Maria,Smith,54.9,64.78,9.49
S1975,Sara,Smith,89.53,90.59,8.61
S1976,Liam,Brown,78.33,96.03,9.53
S1977,Liam,Brown,86.2,70.61,7.31
S1978,Liam,Smith,70.93,94.44,4.12
S1979,Emma,Davis,69.07,59.95,2.07
S1980,Maria,Jones,54.91,61.07,1.8
S1981,Liam,Smith,76.19,,1.45
S1982,Maria,Johnson,75.73,95.16,2.21
S1983,Ahmed,Williams,73.41,61.14,5.51
S1984,Liam,Jones,87.03,52.97,6.84
S1985,Sara,Johnson,,,3.14
S1986,Maria,Jones,87.54,63.07,5.49
S1987,Maria,Johnson,57.19,88.07,3.41
S1988,Sara,Williams,81.1,75.5,6.97
S1989,Liam,Williams,54.02,72.78,9.88
S1990,Sara,Brown,84.73,79.21,6.89
S1991,Maria,Davis,69.09,94.51,0.59
S1992,Sara,Johnson,56.62,54.52,4.77
S1993,Maria,Brown,93.1,84.74,7.7
S1994,Maria,Johnson,80.7,96.34,5.42
S1995,Ahmed,Brown,67.74,60.67,9.51
S1996,Ali,Williams,51.54,91.89,0.55
S1997,Maria,Jones,76.87,84.9,2.91
S1998,Liam,Brown,96.16,50.72,2.21
S1999,John,Johnson,79.82,61.58,7.68
S2000,Emma,Johnson,98.58,80.29,5.24
S2001,Omar,Davis,,75.12,1.38
S2002,Ali,Williams,,76.4,2.86
S2003,Ali,Johnson,89.91,61.6,5.23
S2004,Ali,Smith,76.28,,9.96
S2005,Ahmed,Jones,,63.32,3.64
S2006,Maria,Brown,79.14,69.47,1.57
S2007,Ahmed,Davis,80.59,68.45,4.97
S2008,Maria,Jones,86.44,83.6,3.1
S2009,Liam,Williams,88.06,54.51,5.66
S2010,Ahmed,Davis,88.54,60.28,4.67
S2011,Ahmed,Brown,83.17,60.02,6.89
S2012,Emma,Brown,60.79,55.42,9.14
S2013,John,Smith,70.21,60.38,2.01
S2014,Ahmed,Williams,88.81,80.35,8.21
S2015,Emma,Davis,,86.61,9.49
S2016,Sara,Davis,53.95,83.02,3.74
S2017,John,Johnson,76.78,73.76,1.14
S2018,Liam,Smith,65.63,52.62,8.22
S2019,Ahmed,Smith,61.27,97.95,7.01
S2020,Omar,Davis,75.29,58.4,2.13
S2021,Ali,Davis,80.3,83.42,4.45
S2022,Sara,Jones,,95.64,5.78
S2023,Sara,Jones,89.01,84.89,1.7
S2024,Liam,Jones,90.99,60.9,7.15
S2025,Emma,Smith,98.28,65.79,6.9
S2026,Sara,Johnson,59.03,,8.87
S2027,John,Brown,79.73,80.64,5.67
S2028,Ahmed,Jones,,80.65,5.74
S2029,Ahmed,Johnson,66.74,86.28,6.19
S2030,Omar,Williams,78.28,50.55,2.74
S2031,Liam,Jones,89.12,90.89,7.59
S2032,Ali,Brown,51.15,86.94,6.62
S2033,Emma,Williams,98.47,57.04,8.39
S2034,Ali,Williams,90.49,67.38,7.69
S2035,Sara,Brown,87.56,81.93,6.39
S2036,Liam,Jones,88.02,74.79,1.61
S2037,Omar,Smith,69.45,55.75,9.19
S2038,Ali,Brown,87.58,54.37,3.67
S2039,John,Brown,69.34,89.07,9.64
S2040,Ahmed,Brown,,57.8,4.02
S2041,Sara,Williams,,58.6,1.46
S2042,Omar,Johnson,64.62,91.55,8.85
S2043,Ali,Smith,77.57,80.61,7.95
S2044,Emma,Jones,65.96,80.24,7.86
S2045,John,Jones,71.21,73.97,0.89
S2046,John,Johnson,74.62,,8.79
S2047,Ali,Brown,92.82,80.09,5.96
S2048,Ahmed,Smith,76.16,98.39,4.7
S2049,Ali,Jones,68.12,61.15,9.13
S2050,Sara,Davis,62.39,60.73,6.66
S2051,Ali,Jones,70.43,52.86,1.33
S2052,John,Brown,75.79,82.91,5.2
S2053,Omar,Davis,87.31,77.45,6.37
S2054,Ali,Johnson,56.05,55.56,8.99
S2055,Ahmed,Smith,61.08,68.23,2.8
S2056,Liam,Johnson,68.98,58.93,7.94
S2057,Omar,Johnson,,66.57,8
S2058,Emma,Smith,69.59,97.56,1.28
S2059,Maria,Smith,89.68,84.17,0.17
S2060,Ali,Jones,66.21,50.38,5.81
S2061,Ahmed,Jones,75.09,62.63,7.89
S2062,Omar,Smith,81.2,50.52,5.54
S2063,Ahmed,Davis,61.61,85.74,8.13
S2064,Emma,Williams,85.93,73.47,6.22
S2065,John,Jones,77.36,99.7,6.53
S2066,Ahmed,Williams,72.34,86.68,0.28
S2067,Omar,Davis,,75.9,0.89
S2068,Ahmed,Smith,,,7.25
S2069,Ahmed,Davis,94.16,85.24,7.63
S2070,Ahmed,Jones,78.05,62.19,5.42
S2071,Sara,Johnson,80.46,76.51,5.9
S2072,Sara,Smith,,77.8,6.14
S2073,John,Brown,90.88,72.56,1.05
S2074,Ali,Williams,80.08,58.96,6.68
S2075,Ahmed,Davis,87.66,61.17,4.78
S2076,Emma,Smith,71.67,64.05,6.03
S2077,Ali,Davis,77.37,,5.63
S2078,Emma,Smith,53.1,95.85,7.63
S2079,Ali,Jones,54.49,84.3,3.19
S2080,John,Jones,91.47,84.48,3.74
S2081,Ahmed,Jones,52.98,78.62,3.92
S2082,Ahmed,Davis,58.47,84.47,7.62
S2083,Maria,Brown,89.79,99.09,4.31
S2084,Emma,Jones,50.06,69.26,1.77
S2085,Ali,Smith,,85.63,9.83
S2086,Ali,Jones,,67.98,4.93
S2087,Liam,Johnson,79.77,,1.09
S2088,Liam,Jones,,92.9,6.7
S2089,Sara,Davis,75.3,95.11,7.39
S2090,Maria,Brown,75.47,50.27,5
S2091,Omar,Johnson,86.27,64.91,6.46
S2092,Liam,Davis,74.93,56.7,1.73
S2093,Omar,Davis,80.42,72.7,3.68
S2094,Sara,Davis,94.89,74.77,1.62
S2095,Sara,Smith,70.07,62.8,3.87
S2096,Sara,Davis,69.26,86.17,5.63
S2097,Emma,Smith,50.18,63.49,4.43
S2098,Emma,Davis,80.67,92.69,5.93
S2099,John,Williams,51.49,58.88,5.02
S2100,John,Johnson,75.21,,3.18
S2101,Sara,Williams,90.21,81.11,1.43
S2102,Maria,Davis,77.5,80.27,2.53
S2103,Ali,Johnson,63.48,53.9,2.01
S2104,Emma,Johnson,89.31,92.31,7.07
S2105,Maria,Brown,63.49,79.9,8.2
S2106,Ahmed,Williams,86.65,93.49,7.2
S2107,Emma,Brown,80.51,93.38,6.44
S2108,Emma,Johnson,58.5,77.3,3.08
S2109,John,Smith,95.26,95.54,7.11
S2110,Ali,Johnson,60.03,92.42,6.05
S2111,Ali,Brown,99.48,97.91,0.47
S2112,Liam,Williams,50.37,92.52,9.08
S2113,Omar,Davis,63.17,91.06,0.8
S2114,Omar,Davis,59.99,73.47,5.03
S2115,Omar,Williams,50.7,60.6,5.13
S2116,Omar,Davis,86.62,95.54,8.37
S2117,Ahmed,Davis,84.67,86.13,9.13
S2118,Ahmed,Brown,89.62,64.09,9.4
S2119,Emma,Williams,62.83,67.05,5.7
S2120,Sara,Jones,,84.3,6.79
S2121,John,Smith,,73.89,0.89
S2122,John,Smith,71.99,54.07,4.88
S2123,Omar,Davis,84.87,57.07,8.98
S2124,Emma,Smith,81.7,,4.56
S2125,Liam,Williams,55.73,66.43,0.7
S2126,Maria,Williams,89.05,75.38,2.01
S2127,Sara,Johnson,,88.33,4.3
S2128,Emma,Johnson,82.79,87.56,2.38
S2129,Sara,Smith,57.75,58.35,3.92
S2130,Sara,Jones,63.4,54.92,3.33
S2131,Sara,Johnson,69.66,79.56,3.19
S2132,Emma,Johnson,64,87.08,0.91
S2133,Omar,Williams,61.39,57.45,8.83
S2134,John,Jones,90.27,68.6,6.93
S2135,John,Davis,81.91,93.51,6.23
S2136,Omar,Smith,78.27,97.21,6.06
S2137,Sara,Johnson,61.3,72.7,3.97
S2138,Maria,Jones,95.9,53.98,8.23
S2139,Ali,Jones,59.56,62.88,9.3
S2140,Emma,Smith,89.75,61.65,0.06
S2141,Ali,Jones,98.33,61.95,0.79
S2142,Liam,Jones,86.35,74.69,6.75
S2143,Omar,Jones,99.64,79.16,2.36
S2144,Maria,Johnson,82.55,56.13,9.12
S2145,Emma,Smith,60.87,94.47,6.67
S2146,Omar,Jones,60.19,81,3.68
S2147,Sara,Jones,66.23,79.86,4.15
S2148,John,Johnson,50.36,99.36,6.91
S2149,Ali,Smith,84.08,81.41,1.41
S2150,Ahmed,Williams,63.43,96.45,8.83
S2151,Ahmed,Johnson,90.76,64.31,0.05
S2152,Maria,Smith,67.96,62.01,9.79
S2153,Sara,Jones,74,75.83,1.68
S2154,Liam,Smith,98.28,75.43,7.42
S2155,Ali,Smith,62.11,61.32,0.4
S2156,Sara,Davis,86.06,84.98,4.31
S2157,Ali,Smith,87.76,51.48,6.3
S2158,Maria,Williams,61.05,84.53,0.7
S2159,Maria,Smith,75.05,72.86,4.43
S2160,Liam,Williams,67.51,,3.03
S2161,Ahmed,Jones,88.6,73.85,4.98
S2162,Sara,Williams,81.12,,5.05
S2163,Emma,Jones,73.8,66.73,7.85
S2164,Ahmed,Jones,88.97,99.13,1.24
S2165,Sara,Williams,61.76,53.25,0.83
S2166,Ahmed,Johnson,87.68,84.19,4.02
S2167,Emma,Brown,93.27,72.71,8.88
S2168,John,Smith,93.93,91.11,8.55
S2169,John,Davis,89.18,89.48,5.6
S2170,Liam,Brown,70.4,90.01,8.89
S2171,John,Smith,99.09,54.74,8.05
S2172,John,Smith,,,2.78
S2173,Omar,Jones,,60.7,1.7
S2174,Ali,Smith,58.05,,3.01
S2175,Omar,Davis,99.02,60.89,2.27
S2176,Omar,Smith,,73.96,6.23
S2177,Liam,Williams,87.67,87.11,5.85
S2178,Omar,Brown,,60.93,5.98
S2179,John,Williams,88.17,55.65,1.89
S2180,Emma,Davis,,,7.92
